file,label,train_test,value
1507301100.png,0,train,0
1507301400.png,1,train,0.000492096924593
1507301700.png,1,train,0.000334658933528
1507302000.png,0,train,-0.000432970996649
1507302300.png,0,train,-7.87569781927067E-05
1507302600.png,0,train,-8.85385788537141E-05
1507302900.png,0,train,-0.000619772433877
1507303200.png,0,train,-0.000684329250455
1507303500.png,0,train,-0.000511548292771
1507303800.png,0,train,-0.000727935622248
1507304100.png,0,train,-0.00041321445536
1507304400.png,0,train,-7.87724855338956E-05
1507304700.png,0,train,0
1507305000.png,1,train,0.000285403008752
1507305300.png,1,train,0.000630010085208
1507305600.png,1,train,0.000866317083469
1507305900.png,1,train,0.000413412812878
1507306200.png,1,train,0.000452857759583
1507306500.png,1,train,0.00033462519485
1507306800.png,0,train,-7.8358057383543E-05
1507307100.png,1,train,0.000118114732662
1507307400.png,0,train,-7.87321800880258E-05
1507307700.png,0,train,-0.000196761699906
1507308000.png,0,train,-0.000393401445674
1507308300.png,0,train,-0.000255799303469
1507308600.png,0,train,-7.87352772237959E-05
1507308900.png,0,train,-0.000216442689921
1507309200.png,1,train,0.000708522923812
1507309500.png,1,train,0.000157507758699
1507309800.png,1,train,0.000157476758665
1507310100.png,0,train,-3.93360625153827E-05
1507310400.png,1,train,3.9337609902157E-05
1507310700.png,1,train,0.000393587260482
1507311000.png,1,train,0.000354246553078
1507311300.png,1,train,0.000551135293653
1507311600.png,1,train,0.000196792681642
1507311900.png,1,train,0.000511669444841
1507312200.png,1,train,0.000196724879056
1507312500.png,1,train,0.00039355627128
1507312800.png,1,train,0.000408134169244
1507313100.png,1,train,0.000354167219521
1507313400.png,1,train,0.000531181660345
1507313700.png,1,train,0.000531139852419
1507314000.png,1,train,0.000314794330868
1507314300.png,1,train,7.87012079523919E-05
1507314600.png,1,train,0.000196746224508
1507314900.png,1,train,0.000236052874163
1507315200.png,1,train,0.000221512754422
1507315500.png,0,train,-5.89969687081471E-05
1507315800.png,0,train,-0.000491593758728
1507316100.png,0,train,-0.000235936841172
1507316400.png,1,train,3.93144000785384E-05
1507316700.png,1,train,0.000118012508485
1507317000.png,1,train,0.000216396283362
1507317300.png,1,train,0.000668678644543
1507317600.png,1,train,0.001769969078506
1507317900.png,1,train,0.001436117758415
1507318200.png,1,train,0.000983671084021
1507318500.png,1,train,0.000137682309774
1507318800.png,1,train,3.93728741423516E-05
1507319100.png,1,train,0.000157371457319
1507319400.png,0,train,-1.96845006642521E-05
1507319700.png,0,train,-0.000353759198309
1507555800.png,0,train,-0.001845385434048
1507556100.png,0,train,-0.001257310763432
1507556400.png,0,train,-0.000668231812201
1507556700.png,0,train,-0.00015734669544
1507557000.png,0,train,-3.93713239802418E-05
1507557300.png,1,train,3.93066687693899E-05
1507557600.png,0,train,-0.000235978598205
1507557900.png,0,train,-0.000668468289007
1507558200.png,0,train,-7.86888221417925E-05
1507558500.png,0,train,-0.00019665336421
1507558800.png,1,train,0.000117998583177
1507559100.png,0,train,-7.86257090343856E-05
1507559400.png,0,train,-1.9626417446017E-05
1507559700.png,1,train,0.00011797537927
1507560000.png,1,train,0.000531077168808
1507560300.png,1,train,0.000865669399667
1507560600.png,1,train,0.000590122569136
1507560900.png,1,train,0.000413011277771
1507561200.png,1,train,0.000354013996005
1507561500.png,1,train,0.000550723362381
1507561800.png,1,train,0.000570317672105
1507562100.png,1,train,0.000235922925444
1507562400.png,0,train,-1.96190861430079E-05
1507562700.png,0,train,-0.000211101110953
1507563000.png,0,train,-0.000248903928843
1507563300.png,0,train,-0.000137633589027
1507563600.png,0,train,-0.000275240112203
1507563900.png,0,train,-0.000314534417672
1507564200.png,0,train,-0.000317629003565
1507564500.png,0,train,-0.000569992595255
1507564800.png,0,train,-0.000393229398535
1507565100.png,0,train,-0.000457332311386
1507565400.png,0,train,-0.000183619100059
1507565700.png,0,train,-0.000275245063815
1507566000.png,0,train,-0.00025563332436
1507566300.png,0,train,-0.00015734669544
1507566600.png,0,train,-1.45213676223666E-05
1507566900.png,1,train,0.000157314525215
1507567200.png,1,train,0.000141591862267
1507567500.png,1,train,0.000432749554644
1507567800.png,1,train,0.000117993937416
1507568100.png,1,train,0.000196692044362
1507568400.png,1,train,0.000232889886181
1507568700.png,1,train,0.000196684311836
1507569000.png,0,train,-6.09666270723341E-05
1507569300.png,1,train,9.82986118591711E-05
1507569600.png,1,train,0.000153394473874
1507569900.png,0,train,-4.91425406693447E-05
1507570200.png,0,train,0
1507570500.png,0,train,-0.00035400005965
1507570800.png,0,train,-0.00029182469587
1507571100.png,0,train,-0.000550571772536
1507571400.png,0,train,-0.001061880158588
1507571700.png,0,train,-0.000825795196911
1507572000.png,0,train,-0.00068818912294
1507572300.png,0,train,-0.000816022287688
1507572600.png,0,train,-0.000865226794378
1507572900.png,0,train,-0.000747451365535
1507573200.png,0,train,-0.001298197620049
1507573500.png,0,train,-0.001219790506564
1507573800.png,0,train,-0.001259871355192
1507574100.png,0,train,-0.001180322095691
1507574400.png,0,train,-0.000983787206059
1507574700.png,0,train,-0.000688771451892
1507575000.png,0,train,-0.000865976060068
1507575300.png,0,train,-0.000826830620596
1507575600.png,0,train,-0.000354497733571
1507575900.png,0,train,-0.000374271047622
1507576200.png,1,train,0.000985493563616
1507576500.png,1,train,0.000669443166265
1507576800.png,1,train,0.002796733475886
1507577100.png,1,train,0.003643106895118
1507577400.png,1,train,0.004373007927922
1507577700.png,1,train,0.004235940394882
1507578000.png,1,train,0.003506972156708
1507578300.png,1,train,0.003882005273148
1507578600.png,1,train,0.002599155992384
1507578900.png,1,train,0.002047664023272
1507642200.png,0,train,-0.000432086611519
1507642500.png,0,train,-0.002432196948853
1507642800.png,0,train,-0.002588858773786
1507643100.png,0,train,-0.00194226177821
1507643400.png,0,train,-0.001295801756891
1507643700.png,0,train,-0.001972763972197
1507644000.png,0,train,-0.000824822098663
1507644300.png,0,train,-0.000392997614791
1507644600.png,0,train,-0.000687715844376
1507644900.png,1,train,0.000549942616771
1507645200.png,1,train,7.86702554544938E-05
1507645500.png,0,train,-3.92927614875083E-05
1507645800.png,0,train,-0.000274830988841
1507646100.png,1,train,0.00075724481492
1507646400.png,0,train,-0.0003027404156
1507646700.png,0,train,-0.000471734557892
1507647000.png,1,train,0.000216315440596
1507647300.png,0,train,-0.000314534417672
1507647600.png,0,train,-0.00019663016578
1507647900.png,0,train,-0.000372366036714
1507648200.png,0,train,-0.000197013354361
1507648500.png,0,train,-0.000982665761571
1507648800.png,0,train,-0.000640945599367
1507649100.png,0,train,-0.000511326972714
1507649400.png,0,train,-0.00106550558693
1507649700.png,0,train,-0.000865226794378
1507650000.png,0,train,-0.000432647435011
1507650300.png,0,train,-0.000217489478856
1507650600.png,1,train,0.00011800322222
1507650900.png,1,train,0.000328517833439
1507651200.png,1,train,0.00100100154191
1507651500.png,1,train,0.000708358012077
1507651800.png,1,train,0.000830444623583
1507652100.png,1,train,0.001062799721384
1507652400.png,1,train,0.000826342623639
1507652700.png,1,train,0.000590122569136
1507653000.png,1,train,0.000786615332319
1507653300.png,1,train,0.000654899363838
1507653600.png,0,train,-9.59093607956207E-05
1507653900.png,1,train,0.000235932197695
1507654200.png,1,train,0.000353972232711
1507654500.png,1,train,0.00055048515892
1507654800.png,1,train,0.000314474426366
1507655100.png,1,train,0.000353828723141
1507655400.png,0,train,-0.000117896559861
1507655700.png,0,train,-0.000235830186432
1507656000.png,0,train,0
1507656300.png,0,train,-5.89691367056666E-05
1507656600.png,0,train,-0.000314497324943
1507656900.png,0,train,-0.000786026101367
1507657200.png,0,train,-0.000589529146729
1507657500.png,0,train,-0.000432324356611
1507657800.png,0,train,-0.000196537426766
1507658100.png,1,train,1.96171570816528E-05
1507658400.png,0,train,-0.000117933639473
1507658700.png,1,train,7.86501498553083E-05
1507659000.png,1,train,0.00027523422961
1507659300.png,1,train,0.000236029334852
1507659600.png,1,train,0.00039329126945
1507659900.png,1,train,0.000432511341798
1507660200.png,1,train,3.93512042189403E-05
1507660500.png,1,train,5.89702970272832E-05
1507660800.png,1,train,0.000297268620324
1507661100.png,0,train,0
1507661400.png,1,train,0.000235867278946
1507661700.png,1,train,0.000314511520769
1507662000.png,1,train,7.85793430622128E-05
1507662300.png,1,train,7.86207839529318E-05
1507662600.png,1,train,0.000176893498237
1507662900.png,1,train,0.000904237884748
1507663200.png,1,train,0.000410354684512
1507663500.png,1,train,0.000334131870512
1507663800.png,1,train,0.000314435535737
1507664100.png,1,train,0.000432032469552
1507664400.png,0,train,-7.85731688343061E-05
1507664700.png,0,train,-0.000117951887503
1507665000.png,1,train,0.00025548763143
1507665300.png,0,train,-0.000353541219646
1507728600.png,1,train,0.000157132191818
1507728900.png,1,train,0.000393028511358
1507729200.png,1,train,0.000275067092569
1507729500.png,1,train,0.000432565341498
1507729800.png,1,train,0.00072724882083
1507730100.png,1,train,0.000668212996221
1507730400.png,1,train,0.000314361386804
1507730700.png,1,train,0.000392935859786
1507731000.png,0,train,0
1507731300.png,1,train,0.000157113673751
1507731900.png,1,train,0.000235672708627
1507732200.png,1,train,7.85652063646225E-05
1507732500.png,1,train,0.000117843297426
1507732800.png,0,train,-0.000117827095749
1507733100.png,0,train,-0.000117900920071
1507733400.png,0,train,0
1507733700.png,1,train,0.000353536842999
1507734000.png,1,train,5.89158641901566E-05
1507734300.png,0,train,-0.000392735248804
1507734600.png,0,train,-0.000176712885066
1507734900.png,0,train,-5.89147060096051E-05
1507735200.png,1,train,0.000353522941829
1507735500.png,1,train,0.000550009402613
1507735800.png,1,train,0.00019639076092
1507736100.png,1,train,0.000353471819506
1507736400.png,1,train,0.000648096257697
1507736700.png,1,train,0.000903633976566
1507737000.png,1,train,0.000589147060096
1507737300.png,1,train,0.000707018125881
1507737600.png,1,train,0.000451544147968
1507737900.png,1,train,0.000157093395918
1507738200.png,1,train,0.000322360339181
1507738500.png,0,train,-0.000137409363879
1507738800.png,0,train,-0.000176622711429
1507739100.png,1,train,0.000117748474286
1507739400.png,0,train,-1.95867401482364E-05
1507739700.png,0,train,-0.00011380004649
1507740000.png,0,train,-0.000357131435029
1507740300.png,0,train,-3.92372282821407E-05
1507740600.png,0,train,-0.00032225645648
1507740900.png,0,train,-5.88892622469528E-05
1507741200.png,0,train,-0.000294483090525
1507741500.png,0,train,-0.000541243853592
1507741800.png,0,train,-0.00019629053419
1507742100.png,0,train,-0.000318017478202
1507742400.png,1,train,0.000278773475791
1507742700.png,1,train,9.57905188951891E-05
1507743000.png,1,train,0.000314151535004
1507743300.png,1,train,0.000588927303964
1507743600.png,1,train,3.93079358527171E-05
1507743900.png,0,train,-8.20873679219236E-06
1507744200.png,0,train,-0.000235570921586
1507744500.png,0,train,-7.84960304377469E-05
1507744800.png,0,train,-0.00021592484354
1507745100.png,0,train,-0.00017431126385
1507745400.png,0,train,-0.000157056387136
1507745700.png,0,train,-0.000353148403641
1507746000.png,1,train,0.000471197343367
1507746300.png,1,train,0.000648675284753
1507746600.png,1,train,0.000903254617008
1507746900.png,1,train,0.001021067831168
1507747200.png,1,train,0.000706744941999
1507747500.png,1,train,0.000746014525835
1507747800.png,1,train,0.001001197039136
1507748100.png,1,train,0.000628081107397
1507748400.png,1,train,0.000628007154706
1507748700.png,1,train,0.000293528996976
1507749000.png,1,train,0.000156922569399
1507749300.png,1,train,0.000431561107203
1507749600.png,0,train,-0.000745458403038
1507749900.png,0,train,-0.000863156059669
1507750200.png,0,train,-0.001627771732036
1507750500.png,0,train,-0.001333789702272
1507750800.png,0,train,-0.001529769302242
1507751100.png,0,train,-0.001304030870524
1507751400.png,0,train,-0.000863088371797
1507751700.png,0,train,-0.001509782379749
1507815000.png,1,train,0.00015702731065
1507815300.png,1,train,0.00066754954253
1507815600.png,1,train,0.001100078751755
1507815900.png,1,train,0.000903467497827
1507816200.png,1,train,0.00137493946388
1507816500.png,1,train,0.001305733587431
1507816800.png,1,train,0.000628253756521
1507817100.png,1,train,0.000805144341975
1507817400.png,1,train,0.000196298247543
1507817700.png,0,train,-0.000196221211782
1507818000.png,1,train,5.88626843156526E-05
1507818300.png,1,train,0.000274694131049
1507818600.png,1,train,0.000196167332111
1507818900.png,0,train,-9.5719122381932E-05
1507819200.png,1,train,0.000156994763368
1507819500.png,1,train,0.000156947197957
1507819800.png,1,train,0.00058871927625
1507820100.png,1,train,0.000470975421
1507820400.png,1,train,0.000451234058687
1507820700.png,1,train,0.000392380842906
1507821000.png,1,train,0.000200078966254
1507821300.png,1,train,0.000527313782293
1507821600.png,1,train,0.000510003223215
1507821900.png,1,train,0.00051010312525
1507822200.png,1,train,0.000235409010736
1507822500.png,1,train,0.000274646237329
1507822800.png,1,train,0.000156927026479
1507823100.png,0,train,-0.00023531222617
1507823400.png,0,train,-0.000278486760151
1507823700.png,0,train,-0.000548995696891
1507824000.png,0,train,-0.000548995696891
1507824300.png,0,train,-0.000784392339788
1507824600.png,0,train,-0.000627489935537
1507824900.png,0,train,-0.000335732855751
1507825200.png,0,train,-0.000353000489198
1507825500.png,1,train,0.000156891787526
1507825800.png,1,train,0.00021577662947
1507826100.png,1,train,0.00047086898527
1507826400.png,1,train,0.000529720124815
1507826700.png,1,train,0.000746919510979
1507827000.png,1,train,0.00054543149775
1507827300.png,1,train,0.000590872757976
1507827600.png,1,train,0.000274646237329
1507827900.png,0,train,-7.84635132393685E-05
1507828200.png,0,train,-0.000294122980029
1507828500.png,0,train,-0.000294177047787
1507828800.png,0,train,-0.000352979725716
1507829100.png,0,train,-0.000256128088939
1507829400.png,0,train,-0.000152965520279
1507829700.png,0,train,-0.000568566159071
1507830000.png,0,train,-0.000196113470284
1507830300.png,0,train,-0.000117674577958
1507830600.png,0,train,-0.000196159629043
1507830900.png,0,train,-0.000176522253027
1507831200.png,0,train,-0.000333410969604
1507831500.png,0,train,-0.001098400591065
1507831800.png,0,train,-0.00121601054211
1507832100.png,0,train,-0.000725793711157
1507832400.png,0,train,-0.000863020642882
1507832700.png,0,train,-0.000666921039686
1507833000.png,0,train,-0.000235054562175
1507833300.png,0,train,-0.000235404558179
1507833600.png,0,train,-5.88603757040174E-05
1507833900.png,1,train,0.000510553873651
1507834200.png,1,train,3.93125670290484E-05
1507834500.png,0,train,-0.000569302806849
1507834800.png,0,train,-0.000471123355419
1507835100.png,0,train,-0.001059902713462
1507835400.png,0,train,-0.001138539991936
1507835700.png,0,train,-0.000784886582781
1507836000.png,1,train,0.000294319202259
1507836300.png,1,train,0.000569168735141
1507836600.png,1,train,0.000824692499122
1507836900.png,1,train,0.001217777975985
1507837200.png,1,train,0.001335518640291
1507837500.png,1,train,0.001807716116252
1507837800.png,1,train,0.002121757717092
1507838100.png,1,train,0.001983444804218
1507901400.png,1,train,0.000706218113701
1507901700.png,1,train,0.000863054480179
1507902000.png,1,train,0.001412653490523
1507902300.png,1,train,0.001373273081261
1507902600.png,1,train,0.00121605821756
1507902900.png,1,train,0.001176851772763
1507903200.png,1,train,0.000666528786164
1507903500.png,1,train,0.000284164025145
1507903800.png,0,train,0
1507904100.png,0,train,0
1507904400.png,0,train,-0.000235100154041
1507904700.png,0,train,-0.000176311295079
1507905000.png,0,train,-0.000215463216322
1507905300.png,0,train,-3.91603588595357E-05
1507905600.png,0,train,-0.000156761009053
1507905900.png,0,train,-0.000382086356539
1507906200.png,0,train,-0.00041325013454
1507906500.png,0,train,-0.000470389110178
1507906800.png,0,train,-0.000254771660899
1507907100.png,0,train,-0.000293903977056
1507907400.png,0,train,-0.000215569448075
1507907700.png,0,train,-0.000352696188675
1507908000.png,0,train,-0.000195892289378
1507908300.png,1,train,9.80405175916577E-05
1507908600.png,1,train,0.000491820153495
1507908900.png,1,train,0.000391746575209
1507909200.png,1,train,0.000215653965416
1507909500.png,1,train,0.000313549864178
1507909800.png,1,train,0.000137204698884
1507910100.png,0,train,-1.9557949666571E-05
1507910400.png,1,train,0.000195930670686
1507910700.png,1,train,0.000215560333956
1507911000.png,1,train,0.000235201534576
1507911300.png,1,train,0.000235601878164
1507911600.png,1,train,0.000333129986483
1507911900.png,1,train,0.00017639873433
1507912200.png,1,train,0.000195971280191
1507912500.png,1,train,0.000254736809744
1507912800.png,1,train,0.00017639873433
1507913100.png,1,train,0.000352691689997
1507913400.png,1,train,0.000391950248512
1507913700.png,1,train,0.000293909741664
1507914000.png,1,train,1.96104573959577E-05
1507914300.png,0,train,-0.000137148246733
1507914600.png,0,train,-0.000215544108366
1507914900.png,0,train,-0.000413012223057
1507915200.png,0,train,-0.00047021401942
1507915500.png,0,train,-0.000607219237767
1507915800.png,0,train,-0.000548479489318
1507916100.png,0,train,-0.000607254920809
1507916400.png,0,train,-0.000666084821457
1507916700.png,0,train,-0.000587833198159
1507917000.png,0,train,-0.000470292455645
1507917300.png,0,train,-0.000253281639312
1507917600.png,0,train,-0.000429223543821
1507917900.png,0,train,-0.000372400471548
1507918200.png,0,train,-0.000196005847039
1507918500.png,0,train,-0.00011484917253
1507918800.png,1,train,0.000227401123437
1507919100.png,1,train,0.000392119299515
1507919400.png,1,train,0.000274506232811
1507919700.png,1,train,6.1212272252753E-05
1507920000.png,1,train,0.000370585681558
1507920300.png,1,train,0.000294153988656
1507920600.png,0,train,-0.000137236973435
1507920900.png,0,train,-0.000100743865422
1507921200.png,0,train,-0.000697779105362
1507921500.png,0,train,-0.000940681562037
1507921800.png,0,train,-0.000940829037325
1507922100.png,0,train,-0.000414099907391
1507922400.png,1,train,0.001058466722871
1507922700.png,1,train,0.000764419939618
1507923000.png,1,train,0.001588074851445
1507923300.png,1,train,0.001470386396437
1507923600.png,1,train,0.001843648194432
1507923900.png,1,train,0.001843865170487
1507924200.png,1,train,0.002059930531378
1507924500.png,1,train,0.001373003711085
1508160600.png,0,train,-0.000254552166553
1508160900.png,0,train,-0.000430901797546
1508161200.png,0,train,-0.001330656289838
1508161500.png,0,train,-0.001252916172548
1508161800.png,0,train,-0.00113544750612
1508162100.png,0,train,-0.00133138718092
1508162400.png,0,train,-0.001429176506943
1508162700.png,0,train,-0.000822684649008
1508163000.png,0,train,-0.000998863607362
1508163300.png,0,train,-0.000705383379993
1508163600.png,0,train,-4.18720766170999E-07
1508163900.png,1,train,5.8800383644142E-05
1508164200.png,0,train,-7.84143013330407E-05
1508164500.png,1,train,0.00031369576692
1508164800.png,1,train,0.000588165218302
1508165100.png,1,train,0.000548888069429
1508165400.png,1,train,0.000548931121918
1508165700.png,1,train,0.000549038733411
1508166000.png,1,train,0.000196021217906
1508166300.png,1,train,7.60831030852671E-05
1508166600.png,1,train,7.84204506178998E-05
1508166900.png,0,train,-0.000196005847039
1508167200.png,0,train,-0.000470255586662
1508167500.png,0,train,-0.000724912072124
1508167800.png,0,train,-0.000862081543335
1508168100.png,0,train,-0.000901544239901
1508168400.png,0,train,-0.000862276480479
1508168700.png,0,train,-0.000735713089957
1508169000.png,0,train,-0.000587957728531
1508169300.png,0,train,-0.00023522919771
1508169600.png,0,train,-0.000274484702533
1508169900.png,0,train,0
1508170200.png,1,train,0.000153748933438
1508170500.png,1,train,0.000313855759005
1508170800.png,1,train,0.000235358383119
1508171100.png,1,train,0.000130599779788
1508171400.png,1,train,0.000239630490263
1508171700.png,1,train,0.000333359662224
1508172000.png,1,train,0.000431408785766
1508172300.png,1,train,0.000450975407091
1508172600.png,1,train,0.000669773166325
1508172900.png,1,train,0.000666711788351
1508173200.png,1,train,0.000705549949256
1508173500.png,1,train,0.000666737922624
1508173800.png,1,train,0.000485847507426
1508174100.png,0,train,-0.000254826586022
1508174400.png,0,train,-0.000156781083958
1508174700.png,0,train,-0.000294015621823
1508175000.png,0,train,-0.000274295826045
1508175300.png,0,train,-0.000137128764089
1508175600.png,1,train,4.18606233898444E-07
1508175900.png,1,train,7.84050815583193E-05
1508176200.png,0,train,-0.000137191250165
1508176500.png,1,train,0.000352899130981
1508176800.png,1,train,0.000294048019388
1508177100.png,1,train,0.000137239666403
1508177400.png,1,train,0.000156774932089
1508177700.png,1,train,1.95583321873638E-05
1508178000.png,1,train,1.17209696399723E-05
1508178300.png,1,train,3.91695669090808E-05
1508178600.png,1,train,0.000313597392746
1508178900.png,1,train,0.000166578054319
1508179200.png,1,train,0.000137202007288
1508179500.png,1,train,0.000274441668524
1508179800.png,1,train,0.000323368631568
1508180100.png,1,train,0.000431172046319
1508180400.png,1,train,0.000223413414923
1508180700.png,1,train,0.000235127793331
1508181000.png,1,train,0.000235109361729
1508181300.png,1,train,0.000578111976109
1508181600.png,1,train,0.000235137003185
1508181900.png,1,train,0.000431104439461
1508182200.png,1,train,0.000146894745521
1508182500.png,1,train,3.92186098521208E-05
1508182800.png,1,train,0.000117540863386
1508183100.png,1,train,0.000195913695862
1508183400.png,1,train,0.000470108196621
1508183700.png,1,train,0.000117504030311
1508247000.png,1,train,0.000391842735825
1508247300.png,0,train,-7.83651511189198E-05
1508247600.png,0,train,-0.00015667667082
